1870
2  70  9.0
2  160  3.67
2  200  392.95
2  220  86.77
2  255  69.0
2  740  4.0
70  200  6.56
100  200  7.18
100  255  2.59
135  200  32.13
140  200  56.46
155  200  31.9
160  200  19.76
160  211  9.53
200  210  113.59
200  211  84.72
200  220  287.36
200  230  44.41
200  235  28.44
200  255  210.29
200  325  65.16
200  350  11.18
200  365  173.33
200  380  50.21
200  390  26.03
200  640  64.2
200  710  77.34
200  740  9.05
210  211  49.59
210  255  100.2
211  220  99.03
211  255  49.76
220  230  33.12
220  235  3.4
220  255  41.56
220  325  88.18
220  365  36.8
225  325  33.68
230  235  3.82
255  365  146.85
255  380  11.35
300  325  26.91
380  390  10.81
710  740  5.94

1871
2  70  11.0
2  160  5.61
2  200  517.19
2  220  63.88
2  230  17.62
2  255  60.0
2  710  17.06
2  740  6.0
70  200  7.82
100  200  18.15
135  200  29.7
140  200  64.09
155  200  28.81
160  200  21.94
160  211  13.0
200  210  125.11
200  211  127.85
200  220  303.08
200  230  56.88
200  235  20.19
200  255  279.83
200  300  16.1
200  325  76.86
200  350  14.09
200  365  163.71
200  380  50.74
200  390  22.29
200  640  65.32
200  710  99.08
200  740  8.98
210  211  64.9
210  255  116.96
211  220  137.16
211  255  83.98
220  230  46.01
220  235  3.28
220  255  67.99
220  325  112.38
220  350  3.25
220  365  27.68
225  325  37.71
230  235  4.24
255  365  143.22
255  380  14.63
300  325  66.57
300  365  18.65
350  365  3.59
350  640  4.11
380  390  10.83
710  740  4.83

1872
2  160  7.27
2  200  488.2
2  210  11.02
2  211  18.0
2  220  101.61
2  230  16.38
2  325  12.99
100  200  20.35
135  200  34.37
140  160  4.17
140  200  83.64
155  200  43.49
160  200  24.76
160  211  16.11
160  230  19.17
200  210  134.34
200  211  107.74
200  220  328.71
200  230  74.82
200  235  35.95
200  255  302.81
200  300  13.86
200  325  75.38
200  350  14.76
200  365  170.38
200  380  65.03
200  390  17.56
200  640  66.07
200  710  107.31
200  740  11.3
210  211  70.89
210  255  128.22
210  365  11.84
211  220  143.02
211  255  77.54
211  365  14.21
220  230  46.82
220  235  4.46
220  255  145.06
220  325  114.08
220  365  26.55
220  380  6.48
225  325  39.53
230  235  4.89
255  365  160.66
255  380  19.0
300  325  76.43
300  365  28.49
380  390  13.56
710  740  6.63

1873
2  70  10.0
2  140  46.0
2  200  520.39
2  220  112.02
2  255  123.0
100  200  20.17
130  200  2.07
135  200  37.64
140  200  72.64
155  200  38.54
160  200  30.77
160  211  15.19
160  220  23.44
200  210  163.81
200  211  97.49
200  220  372.44
200  230  71.5
200  235  36.35
200  255  229.44
200  325  304.97
200  350  13.27
200  365  199.9
200  380  57.86
200  390  30.34
200  600  6.53
200  710  80.39
210  211  60.0
210  255  151.14
211  220  170.77
211  255  83.46
220  225  149.26
220  230  68.87
220  235  8.85
220  255  181.47
220  325  152.44
220  640  69.05
220  740  12.76
255  365  213.57
255  380  23.12
300  325  86.26
380  390  15.78

1874
2  70  10.0
2  200  538.72
2  220  98.6
2  230  17.39
2  255  107.0
41  220  8.69
70  200  9.07
100  200  17.41
135  200  29.58
135  220  15.37
140  200  73.04
140  220  21.91
140  235  8.04
155  200  36.85
160  200  21.66
160  220  29.71
200  210  161.94
200  211  112.45
200  220  340.0
200  230  76.68
200  235  35.06
200  255  217.39
200  325  71.97
200  350  13.15
200  365  159.2
200  380  79.65
200  390  34.44
200  600  5.88
200  640  64.75
200  710  77.87
200  740  9.4
210  211  68.01
210  255  151.55
211  220  141.92
211  255  79.12
220  225  76.4
220  230  53.43
220  235  7.1
220  255  140.71
220  325  132.03
220  365  49.83
220  640  48.78
255  365  237.95
255  380  20.63
255  390  38.22
300  325  89.86
300  365  41.15
365  380  21.39
380  390  21.4

1875
2  70  11.0
2  140  50.0
2  200  445.04
2  220  106.25
2  255  90.0
100  200  9.26
130  200  1.77
135  200  31.51
140  200  69.52
155  200  31.15
160  200  18.22
160  220  16.75
200  210  136.02
200  211  100.25
200  220  302.07
200  230  58.83
200  235  34.09
200  350  14.15
200  365  139.98
200  380  65.47
200  390  31.94
200  600  5.5
200  710  90.19
210  211  74.93
210  255  160.39
211  220  203.98
211  255  130.25
220  225  139.55
220  230  65.07
220  255  176.91
220  325  146.42
220  740  20.97
255  365  243.16
255  390  35.72
300  325  73.41

1876
2  70  11.0
2  160  30.84
2  200  491.86
2  220  102.04
2  255  86.0
2  740  16.0
41  220  10.51
130  200  1.35
135  200  32.08
135  220  14.74
140  200  53.93
140  220  26.38
145  200  2.96
155  200  30.01
160  200  16.84
160  220  31.44
200  210  163.39
200  211  115.33
200  220  345.61
200  230  69.97
200  235  36.95
200  255  200.2
200  325  79.88
200  350  12.75
200  365  162.06
200  380  65.08
200  390  36.32
200  600  4.96
200  640  38.72
200  710  102.35
210  211  78.55
210  255  170.01
211  220  145.91
211  255  84.93
220  225  78.94
220  230  50.12
220  235  8.18
220  255  158.29
220  325  161.81
220  640  45.19
255  365  233.56
255  380  19.89
255  390  37.75
300  325  87.39
380  390  20.76

1877
2  70  11.0
2  200  458.22
2  220  90.15
2  255  91.0
2  740  15.0
130  200  1.52
135  200  28.88
135  220  15.66
140  200  59.78
140  220  25.75
140  235  8.57
145  200  2.29
155  200  23.22
160  200  18.44
160  211  13.7
160  220  36.55
200  210  179.23
200  211  103.63
200  220  333.53
200  230  85.14
200  235  34.37
200  255  223.13
200  325  77.14
200  350  16.13
200  365  175.73
200  380  61.58
200  390  33.54
200  600  6.33
200  616  2.61
200  640  32.14
200  710  94.01
200  740  14.26
210  211  80.83
210  255  169.84
211  220  147.24
211  255  41.64
220  225  64.31
220  230  48.45
220  235  7.78
220  255  148.2
220  325  130.04
220  640  37.48
225  325  34.63
255  365  253.37
255  380  21.68
255  390  29.74
300  325  75.74
300  365  51.2
380  390  19.77

1878
2  70  12.0
2  200  503.97
2  211  35.73
2  220  134.1
2  230  15.29
2  255  90.0
41  220  7.85
70  200  6.21
100  200  9.53
101  200  6.83
130  200  2.42
135  200  31.81
135  220  11.59
140  200  49.7
140  220  24.29
140  235  6.99
145  200  3.25
155  200  16.46
155  220  6.24
160  200  16.6
160  211  11.75
160  220  39.3
200  210  191.36
200  211  106.68
200  220  313.09
200  230  60.93
200  235  28.09
200  255  209.01
200  325  60.88
200  350  13.33
200  365  205.25
200  380  41.99
200  390  33.36
200  600  2.82
200  640  52.81
200  710  87.78
200  740  21.36
210  211  82.9
210  255  179.56
211  220  141.69
211  255  88.14
220  225  65.57
220  230  56.59
220  235  6.28
220  255  147.1
220  325  119.93
220  365  82.35
220  600  2.49
220  616  2.49
220  640  25.22
225  325  26.45
255  365  321.84
255  380  18.29
255  390  25.92
300  325  71.38
300  360  45.29
300  365  49.23
380  390  16.8
710  740  10.42

1879
2  70  12.0
2  200  555.23
2  211  48.1
2  220  191.56
2  235  6.83
2  255  93.0
2  740  13.22
41  220  7.61
130  200  1.92
135  200  19.89
135  220  12.53
140  200  50.7
140  220  24.29
140  235  6.99
155  200  22.29
160  200  14.04
160  220  40.07
200  210  195.56
200  211  90.67
200  220  302.51
200  230  90.23
200  235  29.13
200  255  195.34
200  325  65.13
200  350  13.62
200  365  186.58
200  380  47.32
200  390  36.36
200  640  24.92
200  710  81.09
200  740  15.87
210  211  83.88
210  255  196.91
211  220  139.74
211  255  90.43
220  225  67.48
220  230  93.39
220  255  145.99
220  325  127.16
220  365  75.32
220  380  17.92
220  600  3.28
220  616  3.28
220  640  41.51
225  325  35.97
230  300  37.51
255  365  339.2
255  380  17.42
255  390  33.96
300  325  77.42
300  360  37.34
365  640  19.81
380  390  17.88

1880
2  70  15.0
2  140  61.0
2  200  671.15
2  210  38.98
2  211  59.31
2  220  205.19
2  230  22.44
2  255  88.45
2  740  18.0
41  220  8.7
130  200  2.67
135  200  14.24
140  200  58.03
140  235  8.75
145  200  1.97
155  200  26.11
155  255  17.1
160  200  16.2
160  220  16.32
200  210  170.64
200  211  82.85
200  220  359.75
200  230  65.65
200  235  30.14
200  255  201.67
200  325  42.85
200  350  11.18
200  365  116.54
200  380  49.59
200  390  34.91
200  600  2.88
200  640  48.19
200  710  82.08
200  740  18.57
210  211  74.81
210  255  99.26
211  220  177.62
211  255  85.42
220  225  64.55
220  230  96.75
220  255  154.6
220  325  111.86
220  365  67.18
220  380  18.39
220  640  34.51
225  255  73.86
255  300  165.02
255  365  130.86
255  380  20.06
255  390  18.08
300  325  67.17
300  360  40.16
325  616  1.46
365  640  21.82
380  390  14.6

1881
2  70  19.0
2  200  655.0
2  211  51.26
2  220  164.0
2  255  123.0
2  740  15.0
41  220  8.19
101  200  9.0
130  200  2.23
140  200  63.15
140  220  25.2
140  235  7.47
155  200  25.52
160  200  19.07
160  220  43.45
200  210  210.1
200  211  102.3
200  220  329.92
200  230  74.83
200  235  33.4
200  255  201.88
200  325  85.68
200  350  16.05
200  360  19.82
200  365  139.64
200  380  55.49
200  390  38.21
200  600  2.5
200  616  3.03
200  640  24.4
200  710  84.28
200  740  17.0
210  211  92.0
210  255  174.92
211  220  155.82
211  255  95.3
220  225  71.11
220  230  111.48
220  235  9.05
220  255  147.89
220  325  123.9
220  365  56.8
220  600  2.63
220  640  34.05
225  255  77.13
225  325  33.13
255  300  178.3
255  325  30.19
255  365  223.98
255  380  26.09
255  390  30.37
300  325  71.29
300  360  39.8
300  640  18.64
365  640  21.0
380  390  20.46

1882
2  70  28.43
2  200  579.31
2  220  150.39
2  740  16.89
41  220  6.68
130  200  2.41
140  200  64.91
155  200  31.27
160  200  26.24
160  220  51.42
165  200  11.13
165  220  10.72
200  210  234.02
200  211  110.82
200  220  329.29
200  230  88.8
200  235  34.97
200  255  219.75
200  325  74.26
200  350  14.2
200  360  28.89
200  365  184.32
200  380  64.1
200  390  41.21
200  640  27.54
200  710  74.16
210  211  95.66
210  255  189.98
211  220  159.39
211  255  103.61
220  230  113.48
220  255  150.16
220  325  150.94
220  600  4.28
220  640  30.91
225  255  83.06
255  300  119.75
255  365  233.91
255  380  27.42
255  390  31.71
300  325  65.04
300  360  40.3
380  390  20.58

1883
2  70  32.96
2  200  615.33
2  211  39.15
2  220  135.76
2  230  23.45
2  255  66.55
2  740  18.16
41  220  6.65
101  200  6.9
130  200  2.4
135  200  14.34
135  220  6.77
140  165  5.37
140  200  62.14
140  220  24.48
155  200  26.67
155  220  10.56
155  255  14.22
160  200  28.42
160  220  57.74
165  200  9.35
165  220  9.37
200  210  225.89
200  211  116.8
200  220  322.23
200  230  92.49
200  235  26.36
200  255  249.76
200  325  73.9
200  350  15.52
200  360  23.6
200  365  188.63
200  380  65.96
200  390  47.94
200  640  25.84
200  710  72.11
200  740  14.28
210  211  99.37
210  255  186.19
210  365  40.93
211  220  154.16
211  255  109.87
220  225  68.0
220  230  117.09
220  235  8.49
220  255  148.14
220  325  153.42
220  350  7.8
220  365  55.24
220  600  3.54
220  640  34.38
225  255  83.66
225  325  36.53
230  255  19.05
255  300  193.17
255  325  36.56
255  365  207.26
255  380  29.27
255  390  33.06
300  325  66.46
300  350  8.26
300  360  43.45
300  640  21.43
365  640  14.52
380  390  26.34

1884
2  70  22.0
2  200  582.31
2  220  124.94
2  255  94.8
130  200  3.14
135  200  15.23
135  220  9.02
140  200  54.29
145  200  1.45
155  200  22.76
160  200  33.87
160  220  60.82
165  200  10.88
165  220  10.06
200  210  253.28
200  211  109.28
200  220  300.88
200  230  80.98
200  235  24.34
200  255  235.52
200  325  73.33
200  350  15.56
200  365  158.7
200  380  60.4
200  390  42.27
200  640  26.07
200  710  71.98
200  740  14.02
210  211  95.01
210  255  177.52
211  220  142.78
211  255  105.51
220  230  94.62
220  255  138.5
220  325  127.32
220  640  32.94
225  255  78.51
255  300  178.63
255  325  41.1
255  365  211.82
255  380  28.72
255  390  32.16
300  325  61.25
300  345  12.71
300  360  38.55
300  640  24.07
380  390  23.05

1885
2  70  17.0
2  140  52.0
2  165  6.52
2  200  532.02
2  220  100.82
2  255  65.44
2  740  15.0
41  220  6.98
100  220  6.47
130  200  1.72
135  200  12.42
140  200  45.69
155  200  18.95
155  255  8.24
160  200  31.18
160  220  56.42
165  200  9.87
165  220  10.74
200  210  164.68
200  211  110.17
200  220  246.33
200  230  61.33
200  235  18.6
200  255  191.89
200  325  46.46
200  350  13.56
200  360  17.24
200  365  106.74
200  380  49.98
200  390  32.71
200  640  52.54
200  710  66.07
200  740  12.48
210  211  116.34
210  255  277.17
211  220  162.45
211  255  101.7
220  225  58.76
220  230  101.0
220  235  11.37
220  255  130.17
220  325  84.91
220  350  12.52
220  640  35.33
225  255  67.03
225  325  38.95
255  300  159.01
255  325  43.55
255  365  116.39
255  380  24.16
255  390  17.06
300  325  65.2
300  360  39.0
300  640  21.82
380  390  22.85

1886
2  41  4.8
2  70  21.97
2  101  11.08
2  140  60.66
2  200  561.17
2  220  124.45
2  255  137.95
2  740  20.39
135  200  12.27
140  200  46.26
155  200  23.59
160  165  6.46
160  200  41.42
160  220  60.87
165  200  8.09
200  210  222.65
200  211  101.99
200  220  278.64
200  230  66.09
200  235  21.29
200  255  210.93
200  325  65.56
200  350  12.27
200  360  17.37
200  365  117.64
200  380  57.35
200  390  36.83
200  640  48.82
200  710  65.91
210  211  98.23
210  255  162.96
211  220  128.42
211  255  95.93
220  225  63.0
220  230  123.81
220  235  15.29
220  255  117.27
220  325  96.36
220  365  38.46
220  640  32.45
225  255  87.04
225  325  40.85
255  300  166.58
255  325  46.15
255  365  126.07
255  380  32.62
255  390  25.29
300  325  49.42
300  345  13.02
325  360  10.47
365  630  7.7
365  640  15.73
380  390  20.95

1887
2  41  7.23
2  70  26.56
2  101  13.05
2  140  60.77
2  200  576.58
2  211  40.75
2  220  132.93
2  255  134.04
2  325  31.12
2  740  22.82
135  200  11.31
140  200  53.78
155  200  26.97
155  255  13.35
160  200  37.16
160  220  51.94
165  200  8.22
165  220  6.71
200  210  219.01
200  211  105.93
200  220  268.39
200  230  70.41
200  235  26.69
200  255  225.2
200  325  52.16
