1870
2  USA  3.7425143961  0.0
70  MEX  6.32538738366  0.086166296189
100  COL  6.34758585297  4.42090866224
135  PER  6.28230496876  1.21199687228
140  BRA  6.29083148684  1.45680331576
155  CHL  6.21270922315  1.72191927539
160  ARG  5.00773504366  5.8869878617
200  UKG  0.397833926203  0.142877240096
210  NTH  5.98779820374  4.865617782
211  BEL  4.32167249324  4.93178156418
220  FRN  2.90729328781  3.41847805834
225  SWZ  6.87652437454  2.46315332297
230  SPN  5.75736223744  3.21813028046
235  POR  5.78581219833  3.22921980807
255  GMY  3.15635934866  4.66903754482
300  AUH  6.89754647464  2.58523549855
325  ITA  5.05111761568  2.534051623
350  GRC  6.1686897424  2.0048132709
365  RUS  5.09202903114  3.95888196298
380  SWD  5.89875885555  5.41459730072
390  DEN  6.70782702727  5.44515375048
640  TUR  6.41296953071  0.938686324373
710  CHN  6.49978730504  0.603311722721
740  JPN  5.37759070281  0.539499282916

1871
2  USA  3.38386465479  0.0
70  MEX  5.79534365106  6.14738484552
100  COL  5.70677549226  4.22139228996
135  PER  5.43490380287  3.32962289531
140  BRA  5.57970587554  3.96135595641
155  CHL  5.46799242537  3.65990214159
160  ARG  5.04510315601  5.80175146646
200  UKG  0.223819291261  5.10576067671
210  NTH  5.27882378528  5.27600108557
211  BEL  3.97631403468  5.44036439075
220  FRN  2.27166885864  1.24822986551
225  SWZ  5.90808961149  2.85530749694
230  SPN  4.16602589712  0.836514440436
235  POR  5.07209788816  0.96084553073
255  GMY  3.02083982958  5.0824906825
300  AUH  4.99388162292  2.58328057187
325  ITA  4.55853772062  2.80447453447
350  GRC  4.60818140601  1.99442987628
365  RUS  3.88021408546  2.29681190677
380  SWD  5.00153009512  4.63278526448
390  DEN  5.88695928379  4.56414599084
640  TUR  5.91307061863  1.93769898988
710  CHN  5.64702984497  0.137719529303
740  JPN  5.6229387615  0.156535511418

1872
2  USA  3.47900195054  0.0
100  COL  5.28320113187  2.46177476259
135  PER  5.28214022222  2.82168088537
140  BRA  5.46291862943  0.767817118208
155  CHL  5.34205170494  3.14276111552
160  ARG  4.2471317842  0.659304081267
200  UKG  0.333988389844  3.77855570534
210  NTH  4.53353385163  5.59597654339
211  BEL  3.45271120002  5.85810784584
220  FRN  2.85577137048  6.28031040398
225  SWZ  5.57579981573  1.37492503142
230  SPN  4.55288082879  0.381753926543
235  POR  5.57102372808  0.340057905668
255  GMY  3.76215049522  5.36536039943
300  AUH  3.84397182302  1.8638143708
325  ITA  3.39110000176  1.50562929507
350  GRC  5.51127909267  3.69614168869
365  RUS  3.87449158809  5.55855282847
380  SWD  4.02270319309  4.77960475281
390  DEN  5.2508762915  4.68727491357
640  TUR  5.44694449412  3.43316060638
710  CHN  5.26335926296  4.05143163784
740  JPN  5.26872961954  4.04683156801

1873
2  USA  4.94058052756  0.0
70  MEX  8.39237333844  0.053092082493
100  COL  7.33573618825  0.528308825657
130  ECU  8.39227926507  5.47183454403
135  PER  8.27111375904  5.69352534872
140  BRA  7.4432775678  6.19518739074
155  CHL  8.27637236062  5.2876774657
160  ARG  5.77836497819  3.60247785542
200  UKG  1.41159713498  5.39522839994
210  NTH  6.42598010157  4.36123096728
211  BEL  4.64516310946  4.0794631144
220  FRN  2.83329765034  2.06187522152
225  SWZ  8.37832438061  2.02832613291
230  SPN  6.09353079954  1.49561610065
235  POR  6.38855691243  2.36357976879
255  GMY  4.07561437589  4.73968979373
300  AUH  8.39514199793  2.89145191925
325  ITA  6.33653333536  2.88528715906
350  GRC  8.08996496758  5.82759699231
365  RUS  7.64848812683  4.81446424151
380  SWD  6.98369310357  5.13572685658
390  DEN  8.39205358905  5.14247921829
600  MOR  8.34994924873  5.57996479968
640  TUR  8.36514059759  2.11649669709
710  CHN  8.39285771624  5.36835625669
740  JPN  8.3820307715  1.91340621698

1874
2  USA  4.39988433318  0.0
41  HAI  7.37787545009  1.0797854051
70  MEX  6.98496985646  6.17382869316
100  COL  7.00843933491  3.83788847932
135  PER  6.09944626638  0.831235202111
140  BRA  5.62495195939  2.03704409477
155  CHL  7.18602835423  4.22652640681
160  ARG  6.03839527111  1.48916016125
200  UKG  0.638856314463  4.47803484081
210  NTH  6.97711458618  5.41874534056
211  BEL  5.96305408848  5.44420588489
220  FRN  1.58520194539  1.23343309282
225  SWZ  7.36919541601  1.22527221017
230  SPN  5.64699360677  0.221516506777
235  POR  5.65985948204  2.0418362867
255  GMY  4.26193852023  5.30251955374
300  AUH  7.371283498  4.85884107732
325  ITA  6.5192022102  4.81480916248
350  GRC  6.90083911113  3.59974919721
365  RUS  5.39808121414  5.00167356383
380  SWD  6.53798703031  5.16582299038
390  DEN  7.359757479  5.19244294995
600  MOR  7.27915848218  4.56489013631
640  TUR  5.34116679417  2.92569534389
710  CHN  7.22021624297  4.39186264614
740  JPN  7.09952140942  4.03812090904

1875
2  USA  5.97703652274  0.0
70  MEX  9.38993538386  6.24490741195
100  COL  8.30506671339  3.55248004362
130  ECU  8.79884584281  3.87165515651
135  PER  8.58220616548  3.72332191078
140  BRA  8.06892340662  0.057061482485
155  CHL  8.84565802507  4.25620271824
160  ARG  5.99733861842  1.93488213526
200  UKG  1.53700787017  4.10482622839
210  NTH  7.23072144703  5.57204996814
211  BEL  5.98499878764  5.47142759533
220  FRN  3.64778763522  0.898314466723
225  SWZ  9.3884381197  0.871321685406
230  SPN  7.04958831973  1.05109086384
235  POR  8.92359807161  4.12668358208
255  GMY  5.84759764435  5.80319645502
300  AUH  9.38858986188  1.33727677613
